Material,Magnetic Entropy Change,Magnetic Field,Curie Temperature,source,Number
HoFe3,0.12(J/mol K),30 kOe,,6435,2477
YFe3,0.8(J/mol K),30 kOe,,6435,6438
CaFe0.7Co0.3O3,,6 T,177,6436,414
EuCr0.85Mn0.15O3,3.788,90 kOe,,6437,1124
MnCoGe1-xSix (x=0.2),5.49,5.0 T,,6440,4693
FeRh powders,10,1 T,,6441,1477
NdCo5-0.0Si0.0,,2 T,"260, 285, and 317",6442,4914
NdCo5-0.2Si0.2,,2 T,"260, 285, and 317",6442,4916
NdCo5-0.4Si0.4,3.23 to 2.60,2 T,"260, 285, and 317",6442,4919
CrTe1-xSex (0.00 <= x <= 0.10),7.9-9.2,5 T,,6444,610
Mn1.0Sb,3.65,5 T,577,6445,4382
Mn1.1Sb,3,5 T,512,6445,4414
Mn1.2Sb,2.83,5 T,318,6445,4438
Nd0.8Pr0.2Co5 alloy,2.6,2 T,,6446,4843
La-0.8 square 0.2MnO3-Delta = 0.2,-126,2.0 T,,6449,2691
GdxDy1-x-(HCOO)3,22.35,7 T,,6450,2243
Cluster Gd-based fibers - transverse direction,10.62,nan T,,6451,471
Fe(86-12)B12MnZr-4Nb-8(2),1.63,3 T,289,6457,1173
Fe(86-16)B16MnZr-4Nb-8(2),1.58,3 T,318,6457,1174
Fe(86-20)B20MnZr-4Nb-8(2),1.38,3 T,330,6457,1175
Fe(86-4)B4MnZr-4Nb-8(2),2.19,3 T,237,6457,1176
Fe(86-8)B8MnZr-4Nb-8(2),1.97,3 T,264,6457,1177
Er2PtSi3,16.1,5 T,,6463,937
Ni49Mn39Sb12,5.21,5 T,,6464,5414
Pr0.6Sr0.4Mn0.9Bi0.1O3,0.95,2 T,225,6465,5822
Ni-Mn-Ga-Cu,-8.3,nan kOe,,6469,5005
[A][CrMn(HCOO)(6)],48.2,,,6472,6499
DyMnO3:0.1Ho,6.3,5 T,,6473,844
Na-doped La0.8Sr0.15Na0.05MnO3 nanoparticles (NP-LSNMO),1.41,5 T,255.5,6474,4762
Ba0.5Sr1.5Zn2Fe12O22,1.27,4.4 T,,6476,348
Fe75Mo8Cu1B16,0.74,1.0 T,,6483,1337
ErNiSi,19.1,50 kOe,,6484,1053
Ni50Mn37Sb13,19,5.0 T,,6486,5535
La0.7Ca0.3Mn0.93Ni0.07O3,0.63,1.5 T,,6490,3340
La0.7Ca0.3Mn0.98Ni0.02O3,0.77,1.5 T,,6490,3346
La0.7Ca0.3Mn0.9Ni0.1O3,0.59,1.5 T,,6490,3354
La0.7Ca0.3MnO3,0.85,1.5 T,,6490,3382
{[Na@Eu(8)(EDTA)(6)(H2O)(22)]center dot ClO4 center dot 28H(2)O},33.3,nan T,,6492,6611
{[Na@Gd(8)(EDTA)(6)(H2O)(22)]center dot ClO4 center dot 28H(2)O},32.8,nan T,,6492,6612
[Gd-5(L)(16)(H2O)(8)](Tf2N)(15),-11.36,nan T,,6494,6544
NdRu2Ge2,3.2,50 kOe,19,6495,4961
NdRu2Si2,4,50 kOe,23.5,6495,4962
(Fe47.5Ni1.5)Rh-51 system,,nan T,144,6496,60
(Nd0.6Sr0.4MnO3)(1-x)/(CrO3)(x),2.37,,,6497,234
La0.7Ca0.3Mn0.91Ni0.09O3,7.1,40 kOe,,6500,3336
Ni50Mn34In15Al,21.3,50 kOe,,6504,5486
[CrI2(depe)(2)],40,nan T,,6507,6506
Dy0.9Tm0.1Ni2B2C,"14.7, 19.1","5, 7 T",,6508,689
Eu8Ga16Ge30,10,5 T,35,6509,1113
(MnNiGe)(0.89)-(FeCoGe)(0.11),-56.2,5 T,,6510,214
(MnNiGe)(0.89)-(FeCoGe)(0.11),-25.6 (2T) and -43.6 (3T),2 and 3 T,,6510,215
(MnNiGe)(0.91)-(FeCoGe)(0.09),-51.3,5 T,,6510,216
Ni0.895Cr0.105MnGe,4.5,5 T,,6513,5041
La0.7Ca0.11Sr0.19MnO3,,,300,6517,3290
Ni50Mn19Ga23.5Cu6.5,1.01(J/mol K),,N/A ,6520,5456
Ni50Mn19Ga24Cu6,,,N/A ,6520,5457
Dy3Co,-6.5,5 T,32,6525,749
Dy3Co,-2.1,2 T,43,6525,750
Mn1.3Fe0.7P0.46Si0.54,8.3,1.5 T,,6526,4442
Tb60Ni30Al10 amorphous alloy,,nan T,5 and 48,6527,6257
Co2CrAl,0.99,nan kOe,340,6529,507
Fe73.5Cu1Nb3Si17.5B5 alloy,3.04,1.34 T,,6530,1329
FeRh,17,2 T,353,6533,1473
Fe2.9GeTe2,1.1,5 T,225,6535,1229
Mn0.92Co0.08NiGe,-79.6,7 T,,6536,4312
Ni36.5CO13.5Mn35Ti15 annealed ribbon,24.9,0-5 T,,6540,5126
Ni2Mn0.725Cu0.25Ga,12,,Above room temperature,6545,5080
Ni2Mn0.735Cu0.29Ga,1.8,,Above room temperature,6545,5081
Ni2Mn0.73Cu0.27Ga,,,Above room temperature,6545,5082
Ga-doped Ni-Mn-In alloy,25,nan T,,6548,1489
Metal complexes,10 - 70,7 T,,6549,4242
La(0.65)Ca(0.2)K(0.15)Mn0(3) (sol-gel),7.5,5 T,320,6550,2592
La(0.65)Ca(0.2)K(0.15)Mn0(3) (solid-solid),5.78,5 T,310,6550,2593
Cs2NaAl0.38Cr0.62F6,11,50 kOe,,6551,617
Cs2NaAl0.99Cr0.01F6,0.5,50 kOe,,6551,618
Dy2In,9.2,5 T,,6553,726
Fe48Rh52 alloy,12.8,1.8 T,,6556,1257
MnAs,40,14 T,,6561,4637
MnAs0.98P0.02,50,14 T,,6561,4643
{(tetren)-H-5)(0.8)Cu-4(II)[W-V(CN)(8)](4)center dot 7.2H(2)O}(n),“4.01 (MCE Easy-Plane 38 K) or 1.81 (RMCE Easy-Plane 35.5 K)”,7.0 T,33,6563,6585
ErNiBC,17.1,2 T,,6564,1051
GdNiBC,9.3,2 T,,6564,2206
GdGa(0.8)Gex(0.2),-5,50 kOe,179,6567,2155
Pr0.6Sr0.2Mn0.2O3,4.17,5 T,170,6570,5812
Pr0.6Sr0.35Mn0.05O3,4.81,5 T,260,6570,5815
CeAuAl,4(J/mol K),,3.8,6572,453
NdAuAl,5.3(J/mol K),,10,6572,4896
Eu2Co4Co4III,16.3,5.0 T,,6574,1095
DyCo2 nanoparticles,13.2,1 to 7 T,,6580,794
Fe3GeTe2 single crystal,,nan T,200,6581,1249
Ni48Mn39Sn13-Si1,5.13,9 T,,6585,5398
Ni44-Cu0Co6Mn39Sn11,6.3,15 kOe,,6586,5238
Ni44-Cu1Co6Mn39Sn11,9.7,15 kOe,,6586,5239
Ni44-Cu2Co6Mn39Sn11,7.1,15 kOe,,6586,5240
Ni44-Cu3Co6Mn39Sn11,8.6,15 kOe,,6586,5241
Ni44-Cu4Co6Mn39Sn11,4.1,15 kOe,,6586,5242
BiMnVO5,14.6(J/mol K),nan kOe,11.5,6588,394
DyNi2B2C,17.6,5 T,,6592,852
ErNi2B2C,9.8,5 T,,6592,1044
HoNi2B2C,17.7,5 T,,6592,2517
[Co-6(HipO)(6)]center dot 6H(2)O,15.2,,,6594,6505
Ni45Co5Mn37.5In12.5,30,7 T,,6595,5285
Gd2MoO6,0.144,9 T,,6598,1740
LaFeSiMn composite,3.8,1.5 T,,6599,4150
La0.65Ca0.20Na0.15MnO3 (ceramics),,5 T,Increased from 600 to 800 degrees C,6602,2904
Dy(Co0.85Si0.15)2,5.4,nan T,,6603,658
Dy(Co0.925Si0.075)2,5.4,nan T,,6603,659
DyCo2,11.4,nan T,,6603,792
Gd-24,46.12,7.0 T,,6606,1562
KBa8Fe12(Bi4.9Fe1.1)O-38,1.54,,,6608,2554
Tb(Co0.925Sn0.075)2,1.16,2.0 T,,6610,6169
Tb(Co0.95Sn0.05)2,1.64,2.0 T,,6610,6171
Tb(Co0.975Sn0.025)2,2.29,2.0 T,233,6610,6172
TbCo2,3.44,2.0 T,230,6610,6278
Ni36Co14Mn35Ti15,19.3,5 T,,6613,5132
Eu8Ga16Ge30 type-I,6,3.0 T,,6615,1114
Eu8Ga16Ge30 type-VIII,9.3,3.0 T,,6615,1115
Gd50Co50,,nan T,708.8,6619,1847
Gd53Co47,,nan T,709.5,6619,1857
Gd56Co44,,nan T,710.4,6619,1893
Gd58Co42,,nan T,711.2,6619,1898
Gd60Co40,,nan T,712.1,6619,1984
Ni50Co2Mn33In15 alloy,21.5,nan T,,6621,5442
Ni48Mn39In13-0Si0,20.2,50 kOe,400,6625,5394
Ni48Mn39In13-1Si1,23.1,50 kOe,380,6625,5395
Ni48Mn39In13-3Si3,10.1,50 kOe,340,6625,5396
Yb0.95Mg0.05MnO3,2.63 +/- 0.36(J/mol K),100 kOe,,6627,6447
Yb1.00Mg0.00MnO3,3.02 +/- 0.37(J/mol K),100 kOe,,6627,6455
Ni37.5Co12.5Mn35Ti15,13.8,9.5 T,2328,6628,5136
MnNiGe0.09Al0.91,17.6,5 T,,6631,4741
GdAl2,14.5,nan kOe,162,6634,2084
Sm-0.55(Sr0.5Ca0.5)(0.4)sMnO(3),4.01,1 T,73.5,6637,6031
Pr0.6Ca0.4Mn0.96Cr0.04O3 (x=0.04),-5.99,5.0 T,155,6638,5792
Pr0.6Sr0.4Mn0.96Cr0.04O3 (x=0.04),-2.08,nan T,290,6638,5821
La0.7Ca0.11Sr0.19MnO3 (x=0.11),1.42,10 kOe,,6639,3291
La0.7Ca0.12Sr0.18MnO3 (x=0.12),1.38,10 kOe,,6639,3292
La0.7Ca0.1Sr0.2MnO3 (x=0.10),1.47,10 kOe,,6639,3303
Co2Cr0.25Mn0.75Al,,nan T,Above room temperature,6641,501
Co2Cr0.5Mn0.5Al,,nan T,Above room temperature,6641,503
Co2Cr0.75Mn0.25Al,,nan T,Above room temperature,6641,505
Pr0.75Bi0.05Sr0.2MnO3,3.11,5 T,,6642,5838
Pr0.7Bi0.1Sr0.2MnO3,3.11,5 T,,6642,5843
Pr0.8Sr0.2MnO3,5.41,5 T,,6642,5895
Ni40Co10Mn36Al14,12,15 kOe,,6645,5148
Ni40Co10Mn36Al14,8,10 kOe,,6645,5149
[Cu(dmbpy)(H2O)(2)SO4],2.86,1.56 T,,6646,6508
Fe3-xGeTe2,1.2,5 T,,6650,1241
Ce2Fe23-xMnxB3,,,336 to 226 (for x<=3),6654,446
Mn3CuN1-xCx,11.8,2 T,,6660,4489
(Er0.1Tb0.9)Al2,-12,5 T,110,6661,47
ErAl2,-18,5 T,13,6661,972
Ni51Mn34.5Sn14.5,10.771,1.5 T,,6665,5551
Mn3SbN,10.2(J/mol K),,,6667,4506
Zn0.98Co0.02O oxide,0.4(J/mol K),nan T,,6673,6480
GdCrO3,31.6,70.0 kOe,,6678,2115
Er56Al24Co20 BMG,16.06,50 kOe,,6683,958
FeCr2Te4,,nan T,123,6686,1458
Ni45Mn43CrSn11,35,5 T,360,6687,5306
Nanostructured powder,4.5,5 T,,6688,4775
Ni52Mn26Ga22,11.4,5 T,,6690,5557
Ba0.5Sr1.5Zn2(Fe0.92Al0.08)(12)O-22,1.53,7 T,297,6692,347
Dy5NiSi2,16.3,nan T,,6693,767
La0.75Ba0.25MnO3,,nan kOe,300,6694,3210
La0.8Ba0.2MnO3,3.04,50.0 kOe,270 - N/A,6694,3606
NdMn2Ge0.4Si1.6,12.3,5 T,36,6695,4948
Si)13 thin plates,16,nan T,,6696,6027
Nd0.5Dy0.5FeO3,10.4,nan T,,6698,4815
SrGd2O4,27,0-7 T,,6708,6159
La0.7Ce0.3Fe11.55-yMnySi1.45 Hydrides,15,nan T,,6712,3405
MnPS3 monolayer,2.8 (mu J/m^2 K),nan T,,6713,4748
Gd3Cu9(OH)(19)Br-8,26.04,0-7 T,,6715,1786
GdCrTiO5,36,7 T,0.9,6716,2121
Ni43Fe-Co6Mn39Sn11,0.65,15 kOe,,6717,5203
Ni44-Co6Mn39Sn11,2.9,15 kOe,,6717,5237
Mn0.5Fe0.5NiSi0.94Al0.06B0.005,-22,2 T,,6718,4291
MnNi0.88GeV0.12 alloy,-4.8,15 kOe,,6721,4734
Gd0.5Dy0.5MnO3,-13.4,70 kOe,,6725,1625
Ni48Cu1Mn39Sb12,9.38,5 T,,6727,5379
Fe72Nb8B20,1.45,5 T,480,6735,1326
La0.95Na0.05MnO3,2.8,3 T,249.7,6738,3747
La0.9Na0.1MnO3,2,3 T,269.6,6738,3773
MnCo0.9Nb0.1Ge,,nan T,240.3,6739,4670
Gd2Cu2In,13.8,7 T,94.1,6744,1725
MgMn6Ge6,,5 T,345,6745,4246
La0.7Ca0.1Ba0.2MnO3,,5 T,240-265,6746,3294
La0.7Ca0.3MnO3,,5 T,205-245,6746,3384
Tm6Fe23,9.8(J/mol K),5 T,489,6752,6377
(Co0.35Mn0.65)2P,2.3,5 T,,6757,34
PrSrMnCoO6,4.6,5 T,150,6758,5991
GdCrO3,31.6,44 kOe,,6759,2116
La0.7Sr0.3Mn1-0.06Co0.06,1.5,10 kOe,310,6761,3498
La0.7Sr0.3Mn1-0.08Co0.08,1.5,10 kOe,296,6761,3499
La0.7Sr0.3Mn1-0.1Co0.1,1.5,10 kOe,280,6761,3500
La0.7Sr0.3Mn1-0Co0,1.5,10 kOe,360,6761,3501
HoCr0.5Mn0.5O3,8.6,5 T,,6762,2453
Ni40Co8Mn37Sn9Cu6,34.8,,,6763,5155
Pr-0.65(Ca0.7Sr0.3)MnO3,8,7 T,,6765,5658
Tb0.8Ho0.2MnO3,1.6(J/mol K),5 T,,6775,6193
Tb0.9Ho0.1MnO3,1.6(J/mol K),5 T,,6775,6198
NiMnSn half Heusler,0.81,30 kOe,388,6780,5631
Ce0.94Pr0.06Fe2,2.74,5 T,256,6784,434
Ce0.98Pr0.02Fe2,3.45,5 T,242,6784,435
Ni44.6Co5.5Mn35.5In14.4,14.3,nan T,,6785,5247
Yb0.7Ho0.3MnO3,3.75 +/- 0.78(J/mol K),100 kOe,,6786,6443
RFe0.5Cr0.5O3-Gd,29.2,,,6788,6005
[Ni2Gd(L-)(6)](NO3),13.74,nan T,,6792,6564
Gd4.8Nd0.2Si2Ge2,3.2,"20, 50 kOe",293,6793,1819
Gd4.95Nd0.05Si2Ge2,7.9,"20, 50 kOe",275,6793,1820
Gd4.9Nd0.1Si2Ge2,3.7,"20, 50 kOe",300,6793,1822
Pr1-xAgxMnO3 (x=0.05),,18.0 kOe,125,6798,5898
Pr1-xAgxMnO3 (x=0.15),2.96,18.0 kOe,125,6798,5899
Pr1-xAgxMnO3 (x=0.25),,18.0 kOe,125,6798,5900
HoB2 alloy,6.27,nan T,,6799,2424
Ni44.1Co5.0Mn36.1In13.4Cu1.4,15.4,nan T,,6800,5243
FeRh (B2-ordered),21.1,2 T,,6802,1476
HoAl2/Al2O3,14.7,70 kOe,,6804,2417
Mn0.99Cr0.01As,20.2,5 T,267,6806,4352
Gd7NiPd2,-6.85 (a-axis) and -6.49 (c-axis),7 T,298,6809,2061
La-0.55 square 0.1Ca0.35MnO3,,nan T,274.7,6816,2668
La0.7Ca0.2Sr0.1MnO3,,nan T,308,6816,3321
Nd(Cu3-x2+xMnx3+)A '(Mn1+x3+Mn3-x4+)BO12-2-(x= 1),1.5,2 T,300,6818,4782
Nd(Cu3-x2+xMnx3+)A '(Mn1+x3+Mn3-x4+)BO12-2-(x= 1.5),1.4,2 T,280,6818,4783
Nd3Pd4,7.8,0-5 T,6.5,6820,4872
Pr3Pd4,6.9,0-5 T,,6820,5941
Gd52.5Co16Al31,7,50 kOe,,6824,1851
Gd53Co19Al28,7,50 kOe,,6824,1856
La(Fe0.89Si0.11)13,5.9,2.0 T,188,6825,2628
La0.66Ca0.33MnO3 NPS,3.994,5 T,,6830,2963
Pr0.6Sr0.4MnO3,-2.185 to 3.416,1.5 to 3 T,305,6831,5826
NdCo5-0.2Fe0.2,2.25-3.66,2 T,,6833,4915
NdCo5-0.3Fe0.7,2.25-3.66,2 T,,6833,4917
NdCo5-0.4Fe0.6,2.25-3.66,2 T,,6833,4918
NdCo5-0.6Fe0.4,2.25-3.66,2 T,,6833,4920
NdCo5-0.8Fe0.2,2.25-3.66,2 T,,6833,4921
Pr0.71Ca0.29MnO3,2.5,50 kOe,,6834,5833
Pr0.73Ca0.27MnO3,4.1,50 kOe,,6834,5834
Pr0.75Ca0.25MnO3,5,50 kOe,,6834,5839
Pr0.6La0.1Ba0.3Mn1-xFexO3 (x = 0),1.43,2 T,,6835,5798
Pr0.6La0.1Ba0.3Mn1-xFexO3 (x = 0.3),2.92,5 T,,6835,5799
Mn0.985Pr0.015As,25.2,5 T,318-321,6837,4333
Mn0.98Pr0.02As,23.3,5 T,318-321,6837,4346
Mn0.995Pr0.005As,30.2,5 T,318-321,6837,4348
Mn0.99Pr0.01As,27.2,5 T,318-321,6837,4353
Co2-xZrSn (x=0.41),,,192.2(1),6840,499
ErC2@C nanoparticles,8.7,0-5 T,,6841,980
Ln2Cu(MSA)4(H2O)6.2H2O,36.05,,,6843,4208
Gd5Si1.6Co0.4Ge2,4.2,50 kOe,,6845,1920
Gd5Si1.8Co0.2Ge2,8.5,50 kOe,,6845,1926
Gd5Si1.9Co0.1Ge2,9,50 kOe,,6845,1935
MnAs0.994P0.006,11.3,2 T,,6846,4644
BiCu3Cr4O12,28.2,nan kOe,190,6848,392
Dy15Si9C,-12.9,0-70 kOe,Below 70,6850,697
Gd15Si9C,,nan kOe,Below 170,6850,1684
Tb15Si9C,,nan kOe,Below 130,6850,6204
Ce-doped,3.5,25 kOe,,6851,429
La(0.6)Sr(0.2)MnO(3),3.2,25 kOe,333,6851,2591
Nd-doped,3.34,25 kOe,243,6851,4791
Pr-doped,2.63,25 kOe,252,6851,5661
Mn-Co-Ge-Fe alloy,-9.74,5 T,,6855,4265
Mn3Si2Te6 single crystals,2.53(1.67),5 (in-plane) and 5 (out-of-plane) T,74.18 +/- 0.08 (in-plane)and 74.35 +/- 0.05 (out-of-plane),6856,4507
Ni51-xMn33.4In15.6Vx,5.1,nan T,,6857,5545
GdCo2B2,24,9 T,,6858,2095
Pr0.67Sr0.33Mn0.95Al0.05O3,,nan T,250-260,6860,5774
Pr0.67Sr0.33Mn0.975Al0.025O3,,nan T,150-160,6860,5775
Pr0.67Sr0.33Mn0.9Al0.1O3,,nan T,305-315,6860,5776
Mn45Co4Ni41Sn10,11.5,10 kOe,251.6,6861,4532
Mn47.5Co1.5Ni41Sn10,9.9,10 kOe,237.5,6861,4538
Mn49Ni41Sn10,15.8,10 kOe,239.7,6861,4550
Gd53Al24Co20Zr3,10.3,5 T,95,6862,1854
Ni-Mn-In-3%Co,,18 kOe,317,6864,5014
Ni-Mn-In-3%Fe,,18 kOe,317,6864,5015
MnNiSi,44,5 T,,6866,4744
Holmium film,-5 (near Tn),,,6868,2546
Holmium film,-11.8 (at T=90K),,,6868,2547
Mn5Ge3-0.5Al,4.1,3 T,290,6872,4624
Mn5Ge3-0Al,4.92,3 T,297,6872,4626
Mn5Ge3-1Al,3,3 T,283,6872,4628
Co2FeAl nanoparticles,15,14 kOe,,6874,510
Ba0.97Co0.03TiO3,0.05,50 kOe,,6877,356
Fe80Zr7Cr6Nb2Cu1B4,0.85,,262.5,6880,1375
LaFeSi + 5 wt.% LaAl,18.07,5 T,,6885,4149
Gd3Ru,30,5 T,54,6886,1806
BaFeO3,5.8,3 kOe,,6888,382
MnNi0.25Sb,-2.5,5 T,,6890,4729
MnNi0.5Sb,-2.93,5 T,,6890,4730
MnNi0.75Sb,-1.8,5 T,,6890,4733
MnNi0Sb,-2.93,5 T,350,6890,4736
MnNi1Sb,-1.35,5 T,750,6890,4737
YbFe2As2,2.55,5 T,,6892,6460
Cr-3(II)[Cr-III(CN)(6)](2)center dot 12(H2O),,,230,6900,580
CsNiII[Cr-III(CN)(6)]center dot(H2O),,,90,6900,620
Fe75Co5P13C7 BMG,5.21,5 T,,6901,1335
La0.62Bi0.05Ca0.33MnO3,3.5,1 T,,6912,2872
Gd2O3 in porous SiO2,29,5 T,,6914,1753
{Gd44Ni22},44.9,7.0 T,,6917,6595
La1.7Fe11.6Si1.4,14,2 T,,6919,3858
ErMnO3,7,2 T,,6920,1028
ErMnO3,17,5 T,,6920,1029
ErMnO3,20,7 T,,6920,1030
CsDy(MoO4)(2),8,2-7 T,,6921,619
AlFe2B2 (Fe:Al=1.94),4,nan T,280,6927,321
AlFe2B2 (Fe:Al=2.06),2.3,nan T,315,6927,322
Mn0.89Cr0.11CoGe (annealed 4h),9.4 to 13.7,5 T,,6935,4299
Mn0.96Cr0.04CoGe (annealed 4h),7.3 to 10.6,5 T,,6935,4326
Mn50Ni40Sn8Ge2,19.2,5.0 T,,6937,4590
Fe-49(Rh0.97Pd0.03)(51),1.7(J/mol K),7 T,,6939,1183
Gd-60 cluster (1),48,7 T,,6940,1582
LaFe10-1B1Si3,,nan kOe,425,6941,3918
LaFe10-2B2Si3,1.04,50.0 kOe,310,6941,3919
LaFe10-3B3Si3,1.42,50.0 kOe,190,6941,3920
MnAs0.97P0.03,5.6,5 T,,6943,4640
MnAs0.97P0.03,-4.4,5 T,253,6943,4641
MnAs0.97P0.03,14,5 T,,6943,4642
La0.67Sr0.22Ba0.11Mn0.8Mg0.2O3,0.83,5 T,,6957,3061
La0.67Sr0.22Ba0.11Mn0.9Mg0.1O3,1.85,5 T,,6957,3065
La0.67Sr0.22Ba0.11Mn1-xMgxO3,2.46,5 T,,6957,3067
Fe-doped HoTiGe,,,90,6958,1195
Ni45Mn44Sn11 alloy,10.9,20 kOe,,6962,5313
Ni45Mn44Sn11 alloy,25.8,50 kOe,,6962,5314
DyNi,18,5.0 T,,6964,848
Gd0.1Dy0.9Ni,15.5,5.0 T,,6964,1603
Gd0.1Dy0.9NiH3,12.5,5.0 T,7,6964,1604
Gd0.9Dy0.1Ni,17,5.0 T,,6964,1650
Gd0.9Dy0.1NiH3,17.5,nan T,,6964,1651
GdNi,14.5,5.0 T,,6964,2176
Si)13,5.6-10.0,nan T,,6973,6021
DyCu2,-5.2,50 kOe,28,6976,816
ErCu2,-11.7,50 kOe,11,6976,1005
GdCu2,-2.1,50 kOe,43,6976,2126
HoCu2,-17.2,50 kOe,10,6976,2466
TbCu2,-5.5,50 kOe,51,6976,6289
(La0.75Nd0.25)(2/3)(Ca0.8Sr0.2)(1/3)MnO3,,,240,6977,146
Mn0.98Fe0.02CoGe,24(1),0-5 T,297,6978,4342
Gd55Al20Co25 BMG,9,5 T,,6979,1864
Mn50Ni40In10 ribbon,71,30 kOe,,6984,4586
(NiMnSi)(0.66)(Fe2Ge)(0.34),29,2.0 T,,6990,243
Ni-Mn-In-Fe (dual phase),15,2 T,,6991,5018
La0.5Ca0.3Na0.2MnO3,1.83,4 T,279,6992,2787
Nd0.5Sr0.3Na0.2MnO3,3.1,4 T,292,6992,4818
Pr0.5Sr0.3Na0.2MnO3,6.6,4 T,299,6992,5722
{[Fe(pyrazole)(4)](2)[Nb(Cn)(8)] center dot 4H(2)O}(n),,5 T,8.3,6993,6600
Gd(III),36.86,7.0 T,,6995,1543
Arc-melted LaFe11.6Si1.4,19.6,5 T,186,7002,337
SPS LaFe11.6Si1.4,7.4,5 T,230,7002,6016
Sm0.42Sr0.58MnO3,,5 T,130,7008,6037
Sm0.44Sr0.56MnO3,-4.61,5 T,134,7008,6038
Sm0.46Sr0.54MnO3,,5 T,133,7008,6040
La0.66Eu0.04Sr0.3MnO3,2.21,20 kOe,,7009,2966
Ni1.81Co0.22Mn1.46In0.51 (disordered),11,1.5 T,,7010,5046
Mn3Sn1.5B0.5,13.6-18.3,50 kOe,240-250,7014,4509
Mn3Sn1.6C0.4,13.6-17.5,50 kOe,240-250,7014,4510
Mn3Sn1.7B0.3,13.6-18.3,50 kOe,240-250,7014,4511
Mn3Sn1.8B0.2,13.6-18.3,50 kOe,240-250,7014,4512
Mn3Sn1.8C0.2,13.6-17.5,50 kOe,240-250,7014,4513
Mn3Sn1.9B0.1,13.6-18.3,50 kOe,240-250,7014,4514
Mn3Sn1.9C0.1,13.6-17.5,50 kOe,240-250,7014,4515
Sr2Co2Fe28O46 (Sr2Co2X),1.1,5 T,743,7015,6127
Ni-Co-Mn-In film,8.8,9 T,,7017,4994
Fe-TiN,4.18E+03(J/Km3),3 T,,7018,1191
Bi2Sr2CaCu2O8,0.14,5 T,,7026,391
DyCo2,,,~ 100,7031,793
ErCo2,,,> 200,7031,991
HoCo2,,,~ 90,7031,2438
Pd59.3In23.2Fe17.5 alloy,16,,,7034,5646
Mn-Fe-Ni-Ge-Si,27.4,0-5 T,,7036,4266
Hf0.865Ta0.135Fe1.98,,,Reduced metamagnetic transition temperature (T-t),7039,2267
Hf0.875Ta0.125Fe1.98,3.04,,,7039,2268
Hf0.87Ta0.13Fe1.98,3.4,,,7039,2269
AlFe2B2 (x < 1.4),7.2,5 T,,7041,323
AlFe2B2 (x >= 1.4),~5,5 T,,7041,324
Fe80P13C7,2.47,1.5 T,597,7042,1374
Ni58.3Mn17.1Ga24.6,-13.6,nan T,,7043,5601
Ni-Mn-In-Co Heusler,10.5,2 T,,7045,5016
LiPr(PO3)(4),9.8,nan kOe,,7047,4201
La0.7Ba0.3Mn0.95Ti0.05O3,4,50 kOe,245,7051,3276
La0.7Ba0.3Mn0.9Ti0.1O3,3,50 kOe,169,7051,3277
Mn46Ni39.5Sn10Si4.5 alloy,20,50 kOe,,7055,4535
MnCo0.94Zn0.06Ge,20.6,5 T,209,7061,4659
MnCo0.955Zn0.045Ge,26,5 T,327,7061,4660
MnCo0.95Zn0.05Ge,31.4,5 T,281,7061,4664
La0.8Ag0.1MnO3,2.4 - 2.8,nan kOe,,7068,3596
La0.90Zr0.10MnO3,4.04,5 T,,7069,3741
(Ni0.3Fe0.7)70.5B17.7Si7.8Ti4,0.159,19.9 kOe,590,7071,237
(Ni0.4Fe0.6)70.5B17.7Si7.8Ti4,0.695,19.9 kOe,375,7071,238
La0.7Sr0.3Mn0.9Fe0.1O3,-0.82,1 T,,7073,3490
La1.06(Fe0.85Si0.15)13,4.5 - 11.5,20 - 70 kOe,,7074,3803
La1.09(Fe0.85Si0.15)13,4.5 - 11.5,20 - 70 kOe,,7074,3804
Nd0.5Ca0.3Sr0.2MnO3,3.89,7 T,,7075,4805
Ni47Mn42In11,,nan kOe,325,7087,5362
Nd0.55Sr0.45MnO3,,,273,7090,4800
ErAl2,-34,70 kOe,,7091,973
CeCrGe3,-2.2,5 T,70,7100,456
Mn1.95Ge0.05Sb,7.1,7 T,,7103,4451
Mn2Sb0.95Ge0.05,6,7 T,,7103,4474
[Gd-n] node MOFs,19.4 - 46.0,,,7104,6546
Nd0.5Ca0.5MnO3,,nan T,250,7105,4809
Ni-Mn-Sn,-0.69,18 kOe,,7106,5019
Mn-2-pyridazine-[Nb(CN)(8)] at ambient pressure (A),8.95,5 T,43,7107,4261
Mn-2-pyridazine-[Nb(CN)(8)] under a pressure of 1.19 GPa (A(HP)),7.73,5 T,52.5,7107,4262
Ni45Mn44Sn11,10.2,nan T,,7113,5312
Gd60Co25Al15,10,5 T,,7114,1976
Gd(52.5)Co(18.5)Al(29-x)Zr(x) (x=1) BMG,9.6,,,7115,1526
(Cu2Gd7III)-Gd-II,34.6,9.0 T,,7118,37
(Cu4Gd12III)-Gd-II,33,9.0 T,,7118,38
Mn1.3Fe0.7P0.45Si0.55,10.3,0-1.5 T,315,7124,4441
MnPtGa,-1.9,5 T,236,7125,4750
Sm0.6Sr0.4MnO3,-8.4,0-20 kOe,126,7129,6057
Fe70Ni30,0.65,5 T,,7135,1321
Fe72Ni28,0.5,5 T,,7135,1327
La0.8Ca0.2MnO3/LaAlO3,,,249,7139,3637
YbCrO4,5.07,50 kOe,,7140,6458
Gd60Ni37Co3 amorphous,10.42,5 T,135,7141,1992
